upload_date,media_type,likes,shares,saves,engagement_rate
2025-05-18 09:25:22.954916,Reel,562,2294,11616,1.11
2025-01-27 09:25:22.954916,Reel,185490,3012,10798,9.94
2025-08-25 09:25:22.954916,Photo,43474,270,8068,2.36
2025-02-19 09:25:22.954916,Photo,44738,1341,6539,5.47
2025-05-12 09:25:22.954916,Carousel,55405,4389,11191,6.28
2025-06-26 09:25:22.954916,Reel,41222,3413,4550,4.26
2025-02-20 09:25:22.954916,Photo,125040,4808,1740,7.21
2025-03-02 09:25:22.954916,Video,60459,4723,11771,6.12
2025-04-24 09:25:22.954916,Video,196138,3747,13149,22.33
2025-05-05 09:25:22.954916,Reel,199784,4390,11573,9.9
2025-06-02 09:25:22.954916,Reel,109445,2295,13524,6.85
2025-02-04 09:25:22.954916,Reel,87181,38,8169,126.06
2025-04-08 09:25:22.954916,Carousel,91678,4375,10416,7.44
2025-03-14 09:25:22.954916,Reel,6476,3215,5728,1.7
2025-10-27 09:25:22.954916,Carousel,186886,1211,4941,12.25
2025-09-20 09:25:22.954916,Carousel,44337,4115,14093,9.39
2025-05-18 09:25:22.954916,Photo,30227,4079,10159,9.75
2025-07-28 09:25:22.954916,Photo,45464,1249,13080,12.45
2025-01-22 09:25:22.954916,Photo,181721,2220,6036,10.54
2025-07-16 09:25:22.954916,Reel,116034,1434,4923,13.45
2025-10-04 09:25:22.954916,Photo,172351,2306,7973,20.35
2024-12-11 09:25:22.954916,Reel,157557,855,6922,16.24
2025-09-26 09:25:22.954916,Carousel,95940,734,5986,6.27
2025-04-23 09:25:22.954916,Carousel,163797,2545,7793,8.39
2025-05-09 09:25:22.954916,Video,138337,3038,7503,9.06
2025-07-16 09:25:22.954916,Photo,191220,3580,7419,8.93
2025-05-03 09:25:22.954916,Reel,58546,3606,3784,3.86
2025-04-21 09:25:22.954916,Video,119075,3303,11413,11.21
2025-11-19 09:25:22.954916,Reel,161366,3307,11398,85.77
2025-03-09 09:25:22.954916,Carousel,131193,3443,11423,31.03
2025-02-15 09:25:22.954916,Carousel,127127,394,14492,13.15
2025-09-11 09:25:22.954916,Photo,191600,1838,11,18.33
2025-03-07 09:25:22.954916,Video,21847,2498,1178,1.62
2025-06-29 09:25:22.954916,Carousel,173487,4708,10901,8.73
2025-01-13 09:25:22.954916,Carousel,15753,736,13914,2.0
2025-07-06 09:25:22.954916,Reel,130172,4070,2055,37.16
2024-12-06 09:25:22.954916,Video,199740,1398,9253,44.11
2025-08-12 09:25:22.954916,Photo,170065,2059,3103,20.23
2025-09-21 09:25:22.954916,Carousel,24893,16,10963,3.38
2025-01-19 09:25:22.954916,Carousel,104176,1818,2038,6.52
2025-05-24 09:25:22.954916,Reel,158357,886,6088,7.8
2025-01-01 09:25:22.954916,Video,141156,229,2318,6.49
2025-11-09 09:25:22.954916,Carousel,88334,4538,5510,10.77
2025-02-02 09:25:22.954916,Video,6722,2215,63,0.83
2025-04-24 09:25:22.954916,Reel,101694,3388,10711,32.77
2024-12-03 09:25:22.954916,Photo,163247,4318,3989,12.13
2025-02-20 09:25:22.954916,Reel,65084,3593,14121,9.89
2025-08-24 09:25:22.954916,Carousel,183903,4662,3253,48.71
2025-11-19 09:25:22.954916,Carousel,196640,3756,6249,28.99
2025-05-20 09:25:22.954916,Photo,131776,2486,5719,11.03
2025-02-01 09:25:22.954916,Video,135382,1830,1289,10.87
2025-04-10 09:25:22.954916,Video,91513,2792,11953,6.8
2024-12-31 09:25:22.954916,Reel,159572,640,3453,9.57
2025-01-10 09:25:22.954916,Carousel,69223,2827,4789,6.57
2025-04-11 09:25:22.954916,Carousel,70885,4154,9525,5.28
2024-12-15 09:25:22.954916,Reel,172842,1728,11185,18.93
2025-07-10 09:25:22.954916,Video,147838,870,13200,11.82
2025-04-10 09:25:22.954916,Video,31237,4831,14886,5.89
2025-01-25 09:25:22.954916,Photo,54927,3966,13989,13.6
2025-10-29 09:25:22.954916,Reel,73478,1146,4576,20.07
2024-12-01 09:25:22.954916,Carousel,125496,2303,12511,9.3
2025-07-21 09:25:22.954916,Carousel,3617,892,2900,3.38
2025-04-09 09:25:22.954916,Reel,126984,1944,5709,19.89
2025-04-30 09:25:22.954916,Photo,98493,760,1136,7.43
2025-02-06 09:25:22.954916,Reel,18327,2264,9791,6.3
2025-04-16 09:25:22.954916,Video,103034,599,7748,19.56
2025-06-16 09:25:22.954916,Reel,29569,4032,4703,6.49
2025-02-26 09:25:22.954916,Reel,167864,3515,3875,53.43
2025-01-13 09:25:22.954916,Reel,170894,2415,10643,39.81
2025-02-13 09:25:22.954916,Reel,188898,1571,14445,35.5
2025-03-20 09:25:22.954916,Reel,140629,1560,1448,8.65
2025-07-04 09:25:22.954916,Video,67774,4073,10472,10.08
2025-08-21 09:25:22.954916,Carousel,53741,4580,2752,3.07
2025-02-16 09:25:22.954916,Carousel,44035,542,12263,2.71
2025-04-16 09:25:22.954916,Photo,88554,1475,5832,18.63
2025-10-23 09:25:22.954916,Video,164018,2612,10891,13.39
2025-09-25 09:25:22.954916,Photo,37701,2579,12415,5.96
2025-07-16 09:25:22.954916,Photo,52127,4755,11420,4.57
2024-12-06 09:25:22.954916,Reel,2541,1925,10101,0.82
2025-07-29 09:25:22.954916,Reel,73118,4423,11550,21.92
2025-04-12 09:25:22.954916,Photo,20896,4312,4408,2.82
2025-02-16 09:25:22.954916,Photo,36383,4503,5228,2.76
2025-03-05 09:25:22.954916,Video,100783,4171,3484,22.24
2024-12-02 09:25:22.954916,Carousel,74286,2324,4264,4.33
2025-06-26 09:25:22.954916,Reel,78159,2899,6217,7.05
2025-01-05 09:25:22.954916,Photo,120250,1175,11297,7.79
2024-12-15 09:25:22.954916,Photo,14507,392,707,4.98
2025-01-02 09:25:22.954916,Reel,28078,3028,3562,2.65
2025-10-24 09:25:22.954916,Photo,100354,3199,10233,10.09
2025-01-03 09:25:22.954916,Video,147597,4514,4425,21.97
2025-02-14 09:25:22.954916,Carousel,167766,446,7476,10.48
2025-01-20 09:25:22.954916,Photo,82048,3367,10030,6.43
2025-04-16 09:25:22.954916,Reel,169309,556,11672,95.18
2025-06-19 09:25:22.954916,Reel,192190,4284,10131,15.25
2025-03-31 09:25:22.954916,Reel,110615,1409,4766,6.57
2025-02-08 09:25:22.954916,Carousel,122033,469,6382,11.35
2025-08-06 09:25:22.954916,Photo,176462,732,13722,8.49
2025-05-29 09:25:22.954916,Carousel,58004,741,1303,5.0
2025-10-23 09:25:22.954916,Carousel,29544,130,13224,23.08
2025-11-02 09:25:22.954916,Photo,97799,14,4475,96.14
2025-08-15 09:25:22.954916,Reel,30244,683,2167,3.46
2025-03-18 09:25:22.954916,Photo,44008,780,10892,5.55
2025-02-24 09:25:22.954916,Video,170553,3365,6796,15.6
2025-05-07 09:25:22.954916,Reel,49131,4188,7756,4.7
2025-10-06 09:25:22.954916,Photo,174096,4137,10499,9.71
2025-04-06 09:25:22.954916,Carousel,81395,1600,13039,8.89
2025-02-20 09:25:22.954916,Video,159181,4254,2339,10.89
2025-10-24 09:25:22.954916,Video,10514,3854,9082,3.65
2025-10-23 09:25:22.954916,Carousel,62126,992,12730,6.38
2025-04-05 09:25:22.954916,Photo,103307,1806,11726,7.64
2025-06-26 09:25:22.954916,Photo,129966,4030,11615,9.32
2024-12-15 09:25:22.954916,Reel,132951,2128,10763,29.68
2025-07-11 09:25:22.954916,Carousel,76061,3719,11859,5.19
2025-11-10 09:25:22.954916,Photo,143608,2607,3154,12.96
2025-11-04 09:25:22.954916,Carousel,134338,3334,14262,10.91
2025-10-01 09:25:22.954916,Photo,35274,2695,9955,5.24
2025-09-02 09:25:22.954916,Photo,47723,1419,3463,5.69
2025-05-06 09:25:22.954916,Carousel,177477,265,5098,29.75
2025-05-27 09:25:22.954916,Reel,60624,4077,6948,8.49
2025-04-08 09:25:22.954916,Reel,178357,859,7345,10.05
2025-07-01 09:25:22.954916,Reel,14683,2695,9992,4.69
2025-06-07 09:25:22.954916,Carousel,115481,1705,12209,30.25
2025-04-09 09:25:22.954916,Reel,8610,2880,5565,1.22
2025-07-20 09:25:22.954916,Video,72564,3929,9617,11.63
2025-03-28 09:25:22.954916,Photo,7572,3209,9396,2.76
2025-09-20 09:25:22.954916,Reel,120909,264,9708,11.23
2025-07-19 09:25:22.954916,Photo,66729,3684,470,3.4
2025-06-18 09:25:22.954916,Carousel,45012,4840,7399,24.72
2025-07-01 09:25:22.954916,Photo,182724,558,13690,10.45
2024-12-19 09:25:22.954916,Video,8037,2919,8228,1.07
2025-04-09 09:25:22.954916,Carousel,92768,1307,6893,10.63
2025-06-09 09:25:22.954916,Photo,45400,4328,13462,7.42
2024-12-29 09:25:22.954916,Reel,54245,745,1279,4.47
2025-01-03 09:25:22.954916,Carousel,87952,4120,3422,4.67
2025-04-01 09:25:22.954916,Photo,106766,1794,4319,10.87
2025-06-15 09:25:22.954916,Carousel,119351,1736,6523,6.93
2024-11-26 09:25:22.954916,Video,23950,777,10495,8.22
2025-03-19 09:25:22.954916,Carousel,146493,1843,1265,20.27
2025-03-21 09:25:22.954916,Photo,144437,4954,961,9.88
2025-10-12 09:25:22.954916,Carousel,47151,1381,7296,3.38
2025-02-25 09:25:22.954916,Photo,107772,4053,13573,14.84
2025-03-17 09:25:22.954916,Reel,34478,4992,13421,4.9
2025-07-03 09:25:22.954916,Photo,42822,654,11486,3.37
2025-10-28 09:25:22.954916,Reel,88780,1724,6714,10.71
2024-12-23 09:25:22.954916,Video,25625,2823,332,21.14
2024-11-27 09:25:22.954916,Video,96206,4095,8063,8.15
2025-09-23 09:25:22.954916,Video,81022,291,7754,15.52
2025-07-08 09:25:22.954916,Photo,140564,746,1622,15.11
2024-12-19 09:25:22.954916,Carousel,7797,4745,10931,34.42
2024-12-06 09:25:22.954916,Video,26737,1306,963,2.87
2025-08-27 09:25:22.954916,Carousel,178716,4675,7724,12.26
2025-09-19 09:25:22.954916,Carousel,114392,4611,7470,14.86
2025-02-07 09:25:22.954916,Photo,30410,1947,462,3.05
2025-08-23 09:25:22.954916,Reel,78562,3987,12167,5.41
2024-11-22 09:25:22.954916,Video,6731,1142,11718,1.06
2025-04-02 09:25:22.954916,Reel,79753,3196,659,6.55
2025-11-19 09:25:22.954916,Photo,128904,2712,10331,6.95
2025-07-30 09:25:22.954916,Carousel,118783,4810,10772,11.35
2025-08-03 09:25:22.954916,Video,139336,2927,8312,53.37
2025-04-11 09:25:22.954916,Video,17577,1835,9733,5.11
2025-02-07 09:25:22.954916,Photo,59724,38,10935,8.13
2025-07-16 09:25:22.954916,Reel,177763,2352,12981,11.5
2025-07-17 09:25:22.954916,Photo,62342,1243,9084,15.9
2024-11-23 09:25:22.954916,Video,86102,2151,10964,5.78
2025-04-25 09:25:22.954916,Photo,122183,2728,5796,13.29
2025-06-22 09:25:22.954916,Carousel,9006,4163,6092,3.78
2025-01-16 09:25:22.954916,Carousel,133499,3889,8401,53.19
2025-06-17 09:25:22.954916,Carousel,63912,346,12517,3.79
2025-06-10 09:25:22.954916,Video,111338,4788,12279,5.69
2025-09-12 09:25:22.954916,Photo,98658,2587,14765,5.52
2025-08-17 09:25:22.954916,Reel,47269,4693,13110,3.38
2025-06-27 09:25:22.954916,Carousel,11179,3841,7823,1.52
2025-11-15 09:25:22.954916,Reel,195516,3997,13487,17.92
2025-07-27 09:25:22.954916,Photo,184448,2165,14077,20.64
2025-06-10 09:25:22.954916,Reel,54596,1362,9475,3.99
2024-12-31 09:25:22.954916,Reel,31048,2909,10075,2.69
2025-11-16 09:25:22.954916,Photo,142150,2541,354,14.33
2025-04-27 09:25:22.954916,Video,65330,4598,12127,7.83
2025-10-10 09:25:22.954916,Reel,6343,4616,11281,1.31
2024-12-12 09:25:22.954916,Carousel,76398,2514,12041,7.49
2024-11-30 09:25:22.954916,Carousel,189677,949,9646,10.11
2024-11-24 09:25:22.954916,Reel,191185,4650,7269,33.23
2024-11-26 09:25:22.954916,Carousel,198561,3013,5097,10.41
2025-09-22 09:25:22.954916,Reel,47320,4443,11818,4.14
2025-07-29 09:25:22.954916,Carousel,49442,498,4075,5.52
2025-06-24 09:25:22.954916,Video,187213,2572,1198,30.42
2025-11-15 09:25:22.954916,Video,161662,4763,6304,17.78
2025-05-28 09:25:22.954916,Photo,110416,701,9775,6.68
2025-03-22 09:25:22.954916,Photo,2575,3043,3941,2.04
2025-07-20 09:25:22.954916,Carousel,167174,3876,2421,27.0
2025-01-01 09:25:22.954916,Video,69141,3166,79,11.1
2025-01-15 09:25:22.954916,Reel,86496,3060,11476,17.19
2025-02-12 09:25:22.954916,Carousel,137126,2918,7359,7.79
2025-06-19 09:25:22.954916,Reel,169838,1883,79,14.09
2025-08-14 09:25:22.954916,Video,180915,4900,13641,15.76
2025-08-17 09:25:22.954916,Carousel,185579,2216,9684,47.29
2025-09-15 09:25:22.954916,Video,49892,241,4862,5.73
2025-02-22 09:25:22.954916,Carousel,115808,244,2149,12.57
2025-08-18 09:25:22.954916,Reel,19663,1022,5509,3.21
2025-02-28 09:25:22.954916,Carousel,158861,508,4708,7.1
2025-02-20 09:25:22.954916,Video,74600,3862,13890,5.16
2025-10-13 09:25:22.954916,Reel,20632,3420,10718,3.96
2025-04-28 09:25:22.954916,Photo,185035,3189,3950,55.04
2025-07-31 09:25:22.954916,Video,125790,1180,8120,8.46
2025-01-25 09:25:22.954916,Photo,174468,345,3142,14.18
2025-01-23 09:25:22.954916,Reel,90047,4998,14435,11.29
2025-02-12 09:25:22.954916,Video,138867,3506,10491,7.78
2025-03-15 09:25:22.954916,Reel,120558,2183,1367,5.26
2025-09-23 09:25:22.954916,Carousel,140352,1011,11098,13.26
2025-09-13 09:25:22.954916,Video,86157,2154,6169,7.43
2025-01-26 09:25:22.954916,Video,179382,2570,8283,47.17
2025-10-03 09:25:22.954916,Video,85725,4126,12132,10.21
2025-09-06 09:25:22.954916,Video,72794,1281,1811,3.86
2025-02-26 09:25:22.954916,Reel,129521,1772,4653,9.66
2025-11-13 09:25:22.954916,Photo,193936,4462,12210,31.93
2025-05-11 09:25:22.954916,Reel,121222,2410,9027,16.76
2025-04-04 09:25:22.954916,Carousel,65988,4936,14401,4.8
2025-02-01 09:25:22.954916,Video,48423,69,7813,4.15
2025-03-12 09:25:22.954916,Carousel,190216,1856,3124,9.13
2025-07-26 09:25:22.954916,Reel,89705,2639,13125,4.73
2025-08-23 09:25:22.954916,Carousel,123048,2707,3313,6.15
2025-06-23 09:25:22.954916,Reel,151059,324,12523,8.23
2025-05-31 09:25:22.954916,Carousel,116505,4894,8434,20.92
2025-10-01 09:25:22.954916,Carousel,172978,1151,4501,9.13
2024-11-29 09:25:22.954916,Photo,79668,3433,2727,14.43
2025-06-16 09:25:22.954916,Photo,140853,4120,10188,8.61
2025-05-17 09:25:22.954916,Video,51419,3960,1196,7.04
2025-04-19 09:25:22.954916,Photo,132563,1941,5903,14.9
2025-02-22 09:25:22.954916,Photo,139084,3358,10043,8.53
2025-03-02 09:25:22.954916,Video,99024,117,13828,52.12
2025-01-10 09:25:22.954916,Video,134169,1153,1388,7.99
2025-11-12 09:25:22.954916,Carousel,118345,1906,14427,13.96
2025-10-24 09:25:22.954916,Carousel,127390,4377,8951,8.02
2025-04-12 09:25:22.954916,Reel,421,2053,1577,0.63
2025-07-09 09:25:22.954916,Video,180389,4539,11032,21.49
2025-01-27 09:25:22.954916,Video,142851,858,7106,9.8
2025-06-20 09:25:22.954916,Reel,83416,3257,1258,10.32
2024-12-14 09:25:22.954916,Video,153811,4337,13996,18.31
2025-07-05 09:25:22.954916,Video,119850,4388,5406,6.68
2025-03-16 09:25:22.954916,Carousel,43018,1289,519,3.75
2024-11-29 09:25:22.954916,Video,32476,4620,7715,3.1
2024-12-30 09:25:22.954916,Carousel,22600,222,13728,4.01
2025-06-27 09:25:22.954916,Carousel,126960,1756,5413,6.25
2025-04-21 09:25:22.954916,Video,107901,2577,9914,5.0
2024-12-10 09:25:22.954916,Reel,86837,3298,12405,54.1
2025-01-12 09:25:22.954916,Video,28289,697,8102,2.26
2025-01-10 09:25:22.954916,Photo,40874,1404,5671,4.74
2025-06-07 09:25:22.954916,Carousel,54557,2993,8510,4.65
2025-04-25 09:25:22.954916,Video,152927,2468,4639,9.12
2025-11-04 09:25:22.954916,Carousel,103476,4220,568,72.02
2025-02-11 09:25:22.954916,Carousel,181276,4543,12186,13.5
2024-11-30 09:25:22.954916,Photo,125908,2877,10535,8.15
2025-01-02 09:25:22.954916,Reel,177703,236,12019,15.19
2025-09-09 09:25:22.954916,Reel,54901,2739,9771,6.74
2025-09-04 09:25:22.954916,Reel,50822,2038,6161,8.25
2024-11-21 09:25:22.954916,Carousel,154991,1656,843,12.25
2025-04-02 09:25:22.954916,Reel,171790,1029,10095,12.07
2025-03-21 09:25:22.954916,Carousel,40620,3264,985,6.5
2025-08-30 09:25:22.954916,Photo,91327,2127,9249,5.74
2025-01-27 09:25:22.954916,Video,130881,2156,2622,19.03
2025-04-22 09:25:22.954916,Carousel,59569,1623,5274,4.99
2025-06-18 09:25:22.954916,Video,28482,592,12339,5.87
2025-10-13 09:25:22.954916,Carousel,4732,3861,2249,1.65
2025-11-11 09:25:22.954916,Photo,104826,3088,5689,8.54
2025-10-09 09:25:22.954916,Photo,134687,2129,9872,120.87
2025-05-25 09:25:22.954916,Reel,44318,2621,4828,57.02
2025-02-17 09:25:22.954916,Photo,115993,2591,5623,15.14
2025-02-24 09:25:22.954916,Carousel,167120,320,2483,11.93
2025-09-17 09:25:22.954916,Reel,193232,2564,8912,64.01
2025-11-13 09:25:22.954916,Photo,78457,1806,7549,8.88
2025-01-11 09:25:22.954916,Photo,104741,3157,5228,10.82
2025-11-11 09:25:22.954916,Carousel,54761,204,11752,4.25
2025-01-14 09:25:22.954916,Reel,15571,4862,6921,4.73
2025-11-17 09:25:22.954916,Carousel,56832,1889,3154,3.1
2025-02-02 09:25:22.954916,Carousel,51107,259,4171,7.93
2025-06-22 09:25:22.954916,Video,86709,3803,14685,7.73
2025-03-02 09:25:22.954916,Carousel,46622,2751,4629,2.52
2025-07-17 09:25:22.954916,Video,164157,765,11083,9.03
2025-04-11 09:25:22.954916,Photo,126210,2136,11732,12.07
2025-02-24 09:25:22.954916,Video,80717,659,7489,5.71
2025-07-02 09:25:22.954916,Photo,10890,1670,2585,1.19
2024-12-09 09:25:22.954916,Reel,35789,3398,4579,2.12
2025-10-11 09:25:22.954916,Video,58531,1927,6235,3.22
2025-09-20 09:25:22.954916,Carousel,47318,895,11108,5.55
2025-08-03 09:25:22.954916,Reel,50024,1732,7085,2.68
2025-02-28 09:25:22.954916,Carousel,36779,2282,7738,5.89
2024-11-20 09:25:22.954916,Carousel,77374,2228,9194,9.44
2025-06-11 09:25:22.954916,Carousel,188526,3082,9533,18.48
2025-09-05 09:25:22.954916,Video,82103,3454,8588,14.04
2025-04-18 09:25:22.954916,Photo,188709,4488,14829,20.33
2025-05-15 09:25:22.954916,Video,189598,3346,12535,45.37
2025-02-11 09:25:22.954916,Video,30945,4909,10487,2.33
2025-04-29 09:25:22.954916,Photo,45686,4234,12130,6.04
2025-08-13 09:25:22.954916,Video,50673,2662,14436,3.53
2025-08-02 09:25:22.954916,Photo,88521,947,13458,13.45
2025-04-07 09:25:22.954916,Carousel,167058,3495,12662,13.66
2025-09-18 09:25:22.954916,Video,25022,55,14178,7.42
2025-08-31 09:25:22.954916,Carousel,151760,2954,4162,29.8
2025-09-12 09:25:22.954916,Carousel,14928,3785,13791,2.5
2024-12-06 09:25:22.954916,Photo,74481,4174,10926,18.17
2025-05-28 09:25:22.954916,Reel,148446,847,541,42.2
2025-07-14 09:25:22.954916,Photo,113773,1157,13714,6.44
2025-11-09 09:25:22.954916,Video,42870,4334,3455,5.72
2024-11-24 09:25:22.954916,Carousel,166420,4566,14141,10.82
2025-11-15 09:25:22.954916,Carousel,1366,3518,1511,0.57
2025-02-04 09:25:22.954916,Video,70177,1599,1850,20.45
2024-12-21 09:25:22.954916,Reel,86583,63,439,11.66
2025-05-03 09:25:22.954916,Video,163535,2038,9092,25.34
2024-12-07 09:25:22.954916,Carousel,173112,4385,11446,59.73
2025-02-18 09:25:22.954916,Reel,158515,4406,12364,31.21
2024-12-30 09:25:22.954916,Reel,113101,547,261,27.49
2024-12-25 09:25:22.954916,Photo,168311,4251,1845,9.93
2025-01-09 09:25:22.954916,Photo,102296,3987,10853,10.66
2024-11-29 09:25:22.954916,Carousel,158126,330,11745,9.23
2025-05-25 09:25:22.954916,Photo,136465,3563,9696,173.49
2025-02-05 09:25:22.954916,Carousel,80534,3124,4051,5.96
2025-08-06 09:25:22.954916,Reel,28396,3079,10466,3.9
2024-12-07 09:25:22.954916,Reel,44991,2910,4936,2.82
2025-08-11 09:25:22.954916,Photo,135391,2675,14725,18.97
2025-04-21 09:25:22.954916,Reel,108990,4207,13621,5.73
2025-04-13 09:25:22.954916,Reel,68285,2551,10570,4.66
2025-01-12 09:25:22.954916,Video,67154,2260,4755,15.02
2025-02-02 09:25:22.954916,Reel,186082,981,12679,12.33
2025-02-08 09:25:22.954916,Photo,111943,92,11081,10.42
2025-10-22 09:25:22.954916,Reel,1341,951,6118,0.8
2025-06-13 09:25:22.954916,Video,38036,3520,1051,2.34
2025-08-04 09:25:22.954916,Reel,2652,1633,5349,1.84
2025-03-26 09:25:22.954916,Carousel,46824,663,11702,8.68
2024-11-29 09:25:22.954916,Video,22862,3765,10001,2.97
2025-11-07 09:25:22.954916,Photo,193838,783,10720,23.47
2024-12-22 09:25:22.954916,Photo,51454,2516,13778,5.12
2025-02-22 09:25:22.954916,Reel,182951,4381,13608,49.43
2025-06-29 09:25:22.954916,Photo,138390,550,10797,9.2
2025-04-17 09:25:22.954916,Video,119477,4383,12560,30.64
2024-12-23 09:25:22.954916,Video,10493,3174,7483,7.32
2025-08-11 09:25:22.954916,Photo,133850,1419,8816,17.37
2025-03-15 09:25:22.954916,Reel,28978,2577,840,6.98
2025-01-18 09:25:22.954916,Carousel,27102,4383,9449,2.24
2025-01-17 09:25:22.954916,Reel,181388,3984,12238,44.04
2025-09-17 09:25:22.954916,Reel,131502,1281,12720,10.44
2024-11-28 09:25:22.954916,Video,17540,1240,3278,4.32
2025-06-27 09:25:22.954916,Video,45728,4221,1687,10.55
2025-01-09 09:25:22.954916,Photo,147455,1712,8120,32.77
2024-12-04 09:25:22.954916,Video,195181,3965,4307,14.15
2025-08-24 09:25:22.954916,Carousel,154536,2111,8170,13.92
2024-12-30 09:25:22.954916,Carousel,115142,2483,11361,6.73
2024-12-26 09:25:22.954916,Video,181496,1310,1313,13.41
2025-10-20 09:25:22.954916,Reel,185636,4455,5822,47.73
2025-09-02 09:25:22.954916,Reel,15250,1084,5710,3.21
2025-01-22 09:25:22.954916,Video,187579,2607,2316,19.84
2025-04-21 09:25:22.954916,Carousel,94740,4464,13382,6.2
2025-02-02 09:25:22.954916,Carousel,187284,1623,6220,18.15
2025-01-13 09:25:22.954916,Reel,198878,2071,14233,83.18
2025-01-07 09:25:22.954916,Reel,60231,2400,2704,7.75
2025-09-11 09:25:22.954916,Video,49996,1345,2875,38.58
2025-01-17 09:25:22.954916,Carousel,65350,4074,7463,9.4
2025-09-15 09:25:22.954916,Photo,146153,2356,12501,6.64
2025-01-03 09:25:22.954916,Carousel,47408,1990,3690,4.82
2025-02-06 09:25:22.954916,Reel,10310,3198,11967,4.23
2025-04-13 09:25:22.954916,Carousel,162008,1785,12853,62.1
2025-06-24 09:25:22.954916,Photo,19207,3755,9819,2.69
2025-07-13 09:25:22.954916,Reel,76373,425,5445,3.93
2024-11-28 09:25:22.954916,Photo,46053,3260,5289,3.62
2025-09-07 09:25:22.954916,Photo,131887,1495,9377,19.06
2025-07-27 09:25:22.954916,Video,160904,671,11283,51.71
2025-07-15 09:25:22.954916,Carousel,190326,370,13067,27.85
2025-03-21 09:25:22.954916,Video,188627,2555,8204,10.55
2025-05-03 09:25:22.954916,Carousel,129962,4512,6304,7.27
2025-05-03 09:25:22.954916,Carousel,187836,1825,2354,14.43
2025-01-03 09:25:22.954916,Reel,117178,3675,3136,17.38
2025-06-27 09:25:22.954916,Photo,151722,3789,11047,14.03
2025-04-29 09:25:22.954916,Video,1595,183,11108,0.79
2025-08-22 09:25:22.954916,Reel,113025,4534,5614,51.39
2025-06-21 09:25:22.954916,Carousel,163409,3546,6719,8.16
2025-04-01 09:25:22.954916,Video,118265,1179,5419,5.29
2025-02-12 09:25:22.954916,Reel,142864,4874,2625,9.35
2025-06-26 09:25:22.954916,Reel,11740,4966,5976,1.8
2025-07-31 09:25:22.954916,Photo,181364,3761,6492,27.56
2025-10-01 09:25:22.954916,Carousel,80570,1560,7674,5.07
2025-02-17 09:25:22.954916,Video,10319,2464,2163,2.57
2024-12-25 09:25:22.954916,Carousel,72284,2307,9377,8.18
2024-12-25 09:25:22.954916,Photo,192874,3332,527,14.49
2024-12-17 09:25:22.954916,Reel,44838,3065,420,3.27
2025-05-11 09:25:22.954916,Photo,690,4091,5646,0.85
2025-06-28 09:25:22.954916,Carousel,179398,207,7856,12.32
2024-12-29 09:25:22.954916,Carousel,52685,3307,10704,11.91
2025-11-09 09:25:22.954916,Photo,19693,3877,4012,2.51
2025-09-22 09:25:22.954916,Photo,62436,529,11771,22.52
2025-03-28 09:25:22.954916,Video,29415,3230,6982,2.66
2025-01-01 09:25:22.954916,Reel,16115,2388,1488,2.11
2024-11-24 09:25:22.954916,Video,49646,3759,10704,11.98
2025-09-29 09:25:22.954916,Video,165547,4229,5680,9.76
2025-06-23 09:25:22.954916,Photo,101870,985,9665,20.21
2025-02-23 09:25:22.954916,Photo,76432,4464,9592,6.0
2025-10-15 09:25:22.954916,Video,90665,3218,4941,8.93
2025-07-22 09:25:22.954916,Video,181042,260,1746,8.59
2025-03-03 09:25:22.954916,Photo,59475,784,1855,7.38
2025-09-10 09:25:22.954916,Reel,58096,4413,3700,33.79
2025-10-07 09:25:22.954916,Photo,180875,520,11146,45.26
2025-03-31 09:25:22.954916,Photo,36161,1983,9076,3.08
2025-01-21 09:25:22.954916,Reel,78144,2106,610,17.23
2025-09-05 09:25:22.954916,Photo,88106,2560,13408,16.86
2025-02-19 09:25:22.954916,Video,99366,2074,12777,9.35
2025-01-19 09:25:22.954916,Video,187876,4406,5476,13.25
2025-03-15 09:25:22.954916,Photo,137374,4277,992,14.27
2025-10-17 09:25:22.954916,Reel,61523,297,10654,4.36
2024-12-04 09:25:22.954916,Video,147239,4751,6863,8.44
2025-05-16 09:25:22.954916,Photo,52589,4178,14945,5.42
2025-04-07 09:25:22.954916,Photo,61373,3101,1940,3.46
2025-03-01 09:25:22.954916,Reel,36305,928,331,3.98
2025-01-05 09:25:22.954916,Reel,129280,4059,7235,10.15
2025-09-25 09:25:22.954916,Carousel,81832,1966,11804,16.35
2025-07-20 09:25:22.954916,Carousel,150219,3630,13734,9.87
2025-05-09 09:25:22.954916,Carousel,162285,4794,7146,15.23
2025-03-25 09:25:22.954916,Reel,176786,3456,7359,35.9
2025-05-10 09:25:22.954916,Photo,72554,2898,3053,6.62
2025-06-27 09:25:22.954916,Carousel,18032,3692,13607,3.18
2025-07-20 09:25:22.954916,Photo,86652,1469,8354,10.41
2025-07-19 09:25:22.954916,Reel,119967,2911,5363,19.77
2025-02-19 09:25:22.954916,Video,139147,3265,3445,53.66
2025-02-11 09:25:22.954916,Photo,134955,826,10051,42.16
2025-11-17 09:25:22.954916,Photo,60135,2898,5072,6.13
2025-03-19 09:25:22.954916,Photo,21142,465,8185,5.98
2025-06-25 09:25:22.954916,Video,70321,2914,4181,17.54
2025-02-25 09:25:22.954916,Carousel,26023,610,13047,48.69
2025-05-08 09:25:22.954916,Video,7721,599,7083,2.36
